HeadwordID	Headword	HomonymNumberID	WordClassID	SenseNumberID	Definition
45145	fascine	1	13	3	to line drains with manuka or lay trunks of manuka in order to corduroy a road in swampy country. [1800s.] 
36731	bachelorise	1	13	1	to live alone as a bachelor, to `do' for oneself (often in the temporary absence of a spouse); to share living quarters, domestic chores and expenses, usu. with a person of the same sex. Often bachelorise with. 
8488	bludge	11	13	12	to live off the generosity of others, to sponge;often with on; to cadge, scrounge; sponge (on). 
42300	soup it	1	13	1	to live on soup (on model of BUSH IT) 
11948	live in a good paddock	1	9	1	to live well. 
33672	pack	1	13	1	to load a pack-horse
4899	load out	1	13	1	to load carcases for shipping
21826	ride	18	13	1	to loaf on, to let somebody do part of one's share of work. (cp CARRY)
41636	slough up	1	13	1	to lock up, imprison
43066	stay	1	13	1	to lodge or reside permanently or regularly
10983	lag it	1	13	1	to loiter; to do a lag. 
47759	tail shepherd	1	13	2	to look after or follow stock, to keep boundary. 
23375	prospect	18	13	1	to look for gang recruits
47361	sniff the nor'west	1	9	2	to look forward to a mustering job. 
18666	dog it over	1	13	1	to lord it over (pretentiously); to play the boss in a pretentious fashion. 
37867	lose one's block	1	9	1	to lose one's head, become angry or excited
21329	get one's rag out	1	9	1	to lose one's rag/temper
39107	do one's bun	1	9	1	to lose one's temper
41980	pack one's snack	1	9	1	to lose one's temper
15251	go off at	1	13	1	To lose one's temper with, to reprimand, to scold fiercely
51080	fakaalofa	1	13	1	to love [Niuean]
45087	expert	1	13	3	to maintain shearing equipment and machinery in a woolshed. 
38890	build	1	13	1	to make (acc. to context: cook (a meal), roll (a cigarette), etc.) poss. esp. an item of cooking e.g. a stew; ? to cook; ? to put together as a meal; to mix (prepare) and cook (a cake, etc.) 
42722	spread one's blanket	1	9	1	to make a (?makeshift) bed 
11257	luff 	1	13	1	To make a bad job of
27931	come a thud	1	9	1	to make a bad mistake 
44315	bush it	1	13	1	to make a camp in heavy bush. 
40192	screw	11	13	1	to make a crock of (a horse) 
20249	do the heavy	1	9	1	to make a fine show
22699	rouse/roust 	1	13	1	to make a fuss, become angry
14921	gap	1	1	1	To make a gap or notch in the edge of a cutting implement. 
5219	graunch	1	13	1	to make a grinding or scraping sound; to grate; to crunch. ca1946 Heard after the Tamahine ran aground: `The ship graunched over the rock bottom - the noise was terrific.' 
38569	make a box of	1	9	1	to make a mess of 
51110	bugger up	1	13	1	to make a mess; to break or confound
38038	put up a blue	1	9	1	to make a mistake
37410	get on one's bike	1	9	1	to make a move
24835	kaka	1	13	1	to make a noise like a kaka
45368	freehold	1	13	2	to make a rural property freehold. 
46854	remuster	1	13	2	to make a second muster or gathering of stock. 
48487	clap	1	13	2	to make a sheepdog lie down while controlling sheep. 
41920	make a smoke	1	9	1	to make a smoke signal
16698	get fast/make fast	1	9	1	to make a successful harpoon strike; to harpoon  
36049	give it a pop	1	9	1	to make an attempt at it 
27672	cut in	1	13	12	to make cuts in blubber of a whale; to strip blubber from a whale. 
10427	make a quid	1	9	1	to make money
47060	scrub-bash	1	13	1	to make one's way through thick shrubby undergrowth. 
37907	boulder hop	1	13	25	to make one's way up a river bed by walking on boulders (when the banks are too steep to be tracked) 
19394	duff (up)	1	13	1	to make pregnant
42735	sprog	1	13	1	to make pregnant (cf. ODE to have a baby)
38599	box off	1	13	1	to make redundant [prob.f. farming, to separate out as from a large flock; with poss. pun on <i>box </i>`a (cargo) container' so perhaps `to put in a box,' that is, to stack away]. 
30405	safen	1	13	1	to make safe
38707	brew up	1	13	1	to make tea
38319	boil the billy	1	9	1	to make tea in a billy; to stop for a smoko or tea and a snack
33845	punch	1	13	1	to make the final direct (blows) to sever the block or log in a chopping contest.
42784	square off	1	13	1	to make things up; to square things up; apologise];to apologise; make amends; attempt to justify oneself 
23825	whiney-pine	1	13	1	to make whining noises 
15198	go	1	13	25	To make, to commit
51143	work sheep	1	13	1	to manage sheep 
29228	tar-mark	1	13	1	to mark a farm animal (espec. sheep) with tar 
35113	remark	1	13	1	to mark again
34534	peg	18	13	1	to mark out
30936	trig	1	13	1	to mark out when surveying?; ?to make a trigonometrical survey of  
46794	raddle	1	13	2	to mark sheep with a raddle stick for identification purposes. 
50654	bottle-mark	1	13	1	to mark sheep with a staining substance for branding (identification) purposes.
50655	bottle-brand	1	13	1	to mark sheep with a substance for branding (identification) purposes. 
45405	gain the bottom wire of the fence	1	9	1	to marry the daughter of the boss; to become a member of a farmer's family. 
16172	grip-stick	1	13	1	to masturbate
46252	mother on	1	13	1	to match a lambless ewe with a motherless lamb. 
26437	mother	1	13	1	to match a newborn lamb with its mother; find a mother for a newborn lamb. [occas. mother up] 
48792	put through	1	13	1	to mate or tup.
45667	herd test	1	13	2	to measure the productivity of each cow in a herd. 
25962	knock across	1	13	1	to meet; to come, run across, knock against to come across. 
17781	fooster	1	13	1	to mess around, muck about 
41998	snark off	1	13	1	to miff, hack off (passive definition below cannot be correct)
45591	hand-milk	1	13	2	to milk a cow without machinery, i.e. with hands and bucket. 
19731	hand-milk	1	13	1	to milk by hand distinct from milking by milking-machine.
5091	spank	1	13	1	to milk cows
46074	machine milk	1	13	2	to milk cows by machine.
48231	winter milk	1	13	1	to milk cows through the winter season [as in town supply herds]. 
28258	cow-bang	1	13	1	to milk cows; to be a dairy farmer
47441	spank	1	13	2	to milk cows. 
47650	strangle teats	1	13	2	to milk cows. 
45594	hand-strip	1	13	1	to milk first few drops of milk, and last few drops of milk, from a cow's bag by hand, using a machine for the main milking.
44133	box up	1	13	3	to mix different mobs, either intentionally or unintentionally. 
38577	box	1	13	1	to mix mobs of sheep accidentally; usu. in quasi-aj or quasi-av constr. be, get boxed 
38581	box	11	13	37	to mix mobs of sheep either accidentally or for a purpose, also box up. 
45751	hoof and tooth	1	13	2	to mobstock land with cattle or sheep in order to have weeds, fern etc trampled or eaten. 
6067	tangi	11	13	1	to mourn or weep
25256	keen	1	13	1	to mourn, tangi (Maori not Irish)
6256	scull	1	13	1	to move
20703	hool	1	13	25	to move at speed,  cf hone, hoop, hoor; and also hare  (?a var. of hurl). 
29788	thrash	1	13	25	to move cattle by use of stockwhip 
41082	shift	18	13	1	to move house 
23105	walk one's chalks 	1	9	1	to move on; to leave
46766	put out	1	13	1	to move rams into a paddock with ewes at tupping season. 
21221	hunt	11	13	25	to move sheep forward or on; to use (a dog) as a huntaway.
41080	shift along	11	13	1	to move speedily; to travel at a fast pace. 
46926	rotationally graze	1	13	2	to move stock into several different grazing locations throughout the year. 
47983	turn on	1	13	1	to move stock on to a crop or paddock. 
47494	spur in	1	13	1	to move swiftly while on horseback. 
41632	slosh around	1	13	1	to muck about; to hang around 
46959	run in	1	13	1	to muster (sheep) 
44023	do a block	1	9	1	to muster a large area of hill or high country. 
47736	sweep	1	13	1	to muster a small beat as part of a larger muster. 
46293	muster out	1	13	1	to muster or clear a paddock or block of stock. 
46758	punch	1	13	2	to muster or drove stock in a large mob. 
44169	bring in the wool	1	9	1	to muster sheep into a station. 
48425	bring in	1	13	1	to muster sheep or cattle in to a station, homestead block or shearing shed. 
47033	scratch muster	1	13	2	to muster stock known to be left in a specific locality. 
47031	scratch	1	13	2	to muster stock known to have been left in a particular locality [usually carried out by a lone musterer.] 
47034	scratch shingle	1	13	2	to muster stock on extreme high country in the South Island. 
46804	rake in	1	13	1	to muster stock. 
45418	gather in	1	13	1	to muster. 
46751	pull in	1	13	1	to muster. 
34929	pick at	1	13	1	to nag (at); to pick on 
39115	want one's bumps read	1	9	1	to need one's head read
38640	need one's brains brushed	1	9	1	to need one's thoughts clarifying
41376	sidle	11	13	12	to negotiable a steep slope of a hill by going round the side of it rather than straight up to the crest. (probably a back form from SIDELING.) 
29124	take out the back teeth	1	9	1	to neuter (a cat)
22611	not give a flying fuck	1	9	1	to not give a damn etc.
38898	buck	18	13	1	to object.
29206	tap	18	13	1	to obtain bush-bled kauri gum from the live tree 
14403	get the nips on to	1	9	1	to obtain, get hold of (?nips short form of nippers `fingers') 
42816	squat	11	13	1	to occupy a site temporarily, as newly-arrived emigrants, or while waiting for accommodation in houses or barracks
48143	watch the grass grow	1	9	1	to occupy but not actively farm a property. 
22892	rush	11	13	1	to occupy by an influx of gold diggers 
47784	take up	1	13	1	to occupy, lease or purchase land for the purpose of farming, usually as the first occupant. 
31200	turn it up	1	13	1	to offer or allow sexual intercourse 
47851	throw open	1	13	2	to offer or make free land for selection or balloting. 
50334	whakatuwhera	1	13	1	to open
37946	blow	20	13	1	to open with explosives
35953	grind	18	13	1	to operate a grinder on a yacht
20379	over the hill	1	1	2	to or in Canterbury 
27479	put (one) on the coat	1	9	1	to ostracise, excommunicate someone (in prison)
28916	table	11	1	1	to out-drink, to make drunk (occas. be under the table, to be drunk, `under the weather') 
22211	ring	1	13	1	to outshear (other shearers), have the highest tally of shorn sheep, usu. in phrase ring the shed or ring the board (cf RINGER n) 
41382	show a trick	1	9	1	to outwit; fool; deceive
39254	burst oneself	1	13	1	to over-exert (oneself) (at heavy work); to work with a furious burst of pace. 
39967	scale	11	13	37	to over-ride (deliberately) a section on a tram or bus; to cheat on the payment of one's fare 
22202	run rings around/round	1	9	1	to overcome or surpass (a person) easily; to easily better (a person) at; to beat hollow
21028	hose out 	1	13	1	to overcome, to swamp
40332	scunner	11	13	12	to overcome; destroy; knock out 
44866	direct-drill	1	13	2	to oversow pasture or crop with seed. 
29787	thrash	1	13	12	to overwork (anything mechanical, espec. an engine or vehicle) excessively; to work or drive at an excessive pace hence, to overwork or overexploit soil, country, a trapping block, a fishery, etc.; to take more than a sustained yield espec. as a ppl aj <i>thrashed,</i> `overexploited; ruined, done in (mechanically)' 
33825	put down	19	13	1	to pack down
46499	pack down	1	13	1	to pack provisions or belongings on to a pack-horse. 
9464	buff	1	13	1	to paint over (graffiti)
45323	foot-rot	1	13	2	to pare and treat the infected feet of sheep. 
44400	buttonhole	1	13	2	to part-crutch. 
47122	sharemilk	1	13	2	to part-own and share the profit of a dairy herd.
21364	rage	1	13	1	to party
11165	yarn	1	13	1	to pass the time in amicable chat, to gossip
37913	keep (the) boundary	1	9	1	to patrol a (usu. unfenced) station boundary
38537	boundary-ride	11	13	12	to patrol the perimeters of a property or area to control stock. 
31909	have a Maori	1	9	1	to pay for oneself 
25413	touch one's kick	1	9	1	to pay money
34347	part up	1	13	1	to pay up
20241	heave	18	13	25	to peak oars
34925	pick	18	13	1	to peck
36924	barber	1	13	1	to peel
38600	box on	1	13	1	to persist or persevere; often box on regardless  
31486	mad-dog	1	13	1	to pester
33411	mug	1	13	12	to pet, to smooge, to kiss 
45276	fleece-pick	1	13	1	to pick fleeces from a shearing board to throw on to the wool table.
12020	log up	1	13	12	To pile up (logs) for burning (cf logging up). 
12022	log up	1	13	25	To pile up logs. 
19617	half-hitch	1	13	1	to pinch : an alteration of half-inch with knot. 
19068	down	1	13	1	to pinch, steal; to appropriate
35716	plonk	18	13	1	to place (a bet)
48789	put on	1	13	1	to place a person, stock, or fertiliser etc on the land. 
44661	covenant	1	13	2	to place a protective order on land of ecological importance [such as wetland or native bush.] 
46008	leg-band	1	13	2	to place an identification band on a dairy cow. 
47211	Sheeplan	1	13	1	to place breeding sheep and their statistics on a national record. 
45050	eartag	1	13	2	to place eartags on animals for identification purposes. 
47622	stockyard	1	13	1	to place livestock in pens or yards. 
47400	sod-seed	1	13	2	to place seed and fertiliser within a cut in the earth where surface-sowing is unfeasible. 
47514	stand off	1	13	2	to place stock in a pen or on a floored area away from pasture or feed. 
48616	graze out	1	13	1	to place stock out for grazing.
11421	lay down	1	13	1	to plant
46660	plant up	1	13	1	to plant an area. 
35081	verse	1	13	1	to play against
37454	bitch	18	13	1	to play the female part
41958	snake	1	13	1	to play the wag 
46589	peel a deader	1	9	2	to pluck the wool or skin from a dead sheep. 
42335	south	1	13	1	to pocket, to hide
26520	cyanide	1	13	1	to poison opossums with cyanide baits (illegally till ca1951; legally after then). 
46797	ragwort	1	13	2	to poison or ragwort. 
36404	prog	1	13	1	to poke (out)
33456	mullock at	1	13	1	to poke at
4663	nugget	1	13	1	to polish (shoes)
30482	toodle about	1	13	1	to potter about, to fill in time (?tootle and toddle)
44191	buck out	1	13	1	to practise bareback riding on stock. 
5309	wowse	1	13	1	to preach temperance or teetotalism
43069	like one's steak well browned	1	9	1	to prefer Maori as sexual partners.
15071	get up	1	13	12	to prepare (wool) for sale.
15072	get up	1	13	12	to prepare a law case; cf get up wool. 
46769	put up	1	13	1	to prepare a paddock lunch or crib. 
17643	flop one's meat	1	13	1	to prepare to urinate
47953	trot	1	13	2	to present false bids at a stock auction. 
33824	put down	18	13	1	to preserve, to `bottle' 
33823	put down	11	13	1	to press
44200	bulk down	1	13	1	to press and dry tobacco leaves. 
16649	put the fangs into	1	9	1	to press for a loan or handout; to put the bite on. 
691	hongi	1	13	1	to press noses in greeting
45038	dump	1	13	3	to press two normal bales of wool into the size of one. 
27621	run the cutter	1	9	1	to procure beer in a vessel (poss. orig. on the sly) for drinking off the licensed premises, often after hours. 
40878	shear	11	13	48	to produce (a fleece) by being shorn (cf CLIP @v) 
27995	come to light	1	13	1	to produce (money, racing form, etc.) (absolute use, cf. come to light with). 
47984	turn off	1	13	2	to produce stock [usually for sale]. 
40879	shear	11	13	48	to produce wool 
27996	come to light with	1	13	1	to produce, come up with
10653	ante (up)	1	13	12	To produce; (find and) hand over (something). 
37866	do the block	1	9	1	to promenade or parade the streets
6585	prop	1	13	1	to propose
47218	shelterbelt	1	13	2	to protect grazing land with shelter trees. 
44593	cold shoe	1	13	2	to provide a horse with a replacement shoe between blacksmith visits [using clippers and rasps to fashion shoe and fit it to hoof without using heat.] 
8022	run the bottles on	1	9	1	to provide drinking water during a rugby game
4273	tucker	1	13	25	to provide food for
31201	turn it on	1	9	1	to provide liquor at a party etc.
48915	spell	1	13	25	to provide stock with a change of feed or location 
45521	green-feed	1	13	2	to provide stock with grass, or fresh cropping food. 
45185	feed out	1	13	1	to provide supplementary feed to stock. 
19007	stickybeak	1	13	1	to pry
41704	skite up	11	13	25	to puff, to exaggerate the good qualities of (someone, something)
30764	track	11	13	12	to pull (up-stream) by rope [<i>pul</i>l = row] 
29114	take a pull	1	9	1	to pull oneself together: often in imper.  stop!
47335	slipe	1	13	1	to pull or peel wool from a sheep skin. 
46667	pluck	1	13	1	to pull wool from a dead sheep before burying the carcass. 
20733	hook	1	13	1	to punch
33950	put one on (someone)	1	13	1	to punch
35679	plaster	18	13	1	to punish (with imprisonment, blows etc)
45034	dummy	1	13	2	to purchase land in name only for another to use, in order that a holding can be legally extended. 
45529	gridiron	1	13	3	to purchase strategic parts of land e.g. by roads or rivers, to prevent others from buying. 
28820	crutch	11	13	1	to push (sheep) under a swim-dip with a crutch
48527	crutch	1	13	1	to push sheep under dipping fluid with the use of a crutch, a long pole with an S-shaped rod at the end, with which to pull and push sheep's heads. 
41775	sling	1	13	1	to put (a meal) together hastily or carelessly
5393	lay-by	1	13	1	to put (goods) on lay-by
28753	put (one) crook	1	9	1	to put (one) in the wrong, on the wrong track; to lead astray
33636	pack	18	13	1	to put (or press) wool into packs (? or bales)
11424	lay on	1	13	1	to put (somebody) on to, in the way of (an advantage). 
26978	run a charge	1	9	1	to put a `brew' of liquid through (an illicit) still. 
39731	sack	1	13	1	to put a sack over a horse's head in the bucking chute to quieten it down
39822	salt	11	13	1	to put a stop to 
39258	bury	1	13	1	to put in segregation
25325	kerosene	1	13	1	to put kerosene on (an animal) (? to kill lice, ticks etc)
28498	crack hardy/crack hearty	1	9	1	to put on a tough or bold front (in the face of difficulties, pain); to endure patiently. 
27307	clamp on the pace	1	9	1	to put on speed; to increase strain, effort, esp. as clamp on the pace. 
37645	put in the bite	1	9	1	to put on the pressure (for a favour)
29810	throw	1	13	1	to put on; perform etc
14664	nominate	1	13	1	to put oneself forward for nomination as an election candidate.
618	depasture	1	13	1	to put sheep or stock to pasture.
47955	trough	1	13	2	to put sheep through a footbath or trough. 
28760	put (one) in crook with	1	9	1	to put someone in bad with, to reduce one's standing in the eyes of someone else, 
48331	yard up	1	13	1	to put stock into a yard for drafting, sale or stock management purposes. 
14522	put the needle in	1	9	1	to put the acid/juice on. 
41782	sling the billy	1	9	1	to put the billy on to boil; to prepare a drink of tea 
26561	put the capper on	1	9	1	to put the finishing stroke or an end to (infreq.: cf. the more usual put the lid on, put the stopper on). 
24705	peak	18	13	1	to put the peaks in a lemon-squeezer hat
31148	turp	1	13	1	to put turpentine on the arsehole anus of esp. a dog or cat as a presumed salutary punishment, or as a warning to stay off one's property
36864	bamfoozle	1	13	1	to puzzle exceedingly, to bamboozle; to deceive. 
18592	dice	1	13	1	to quit, get out of; get rid of [?omit Aust.].
21325	rack on	1	13	1	to rabbit on (pejorative)
26001	knock off	1	13	1	to race (a horse) hard
10922	dip one's lid	1	9	1	to raise one's hat
21599	rat	1	13	1	to ransack, rob 
26360	caddle	1	13	1	to ransack; turn upside down; rummage (as in a drawer) 
47665	strip-graze	1	13	2	to ration-graze or break-feed. 
7516	reversion	1	13	1	to re-edit a TV programme for various market requirements
43870	back-graze	1	13	2	to re-graze on crop or pasture previously grazed by the same stock. 
17764	touch one's foblocker	1	9	1	to reach for or spend one's money; pay out (cf. touch one's kick etc.)
20146	head	1	13	1	to reach or come to, or take up position in, the head of
26791	catch at	1	13	1	to receive (opportunely), ?chance to get. 
26112	engineer	1	13	1	to record
27978	come good	1	13	12	to recover from an illness
43122	stick up	11	13	12	to refuse to sail (a vessel)
17982	freeze (on)	1	13	1	to refuse to share
20557	hold out 	1	13	1	to refuse to share. 
46671	plunge dip	1	13	1	to release sheep into a pot or plunge dip from a platform. 
46851	relief milk	1	13	2	to relieve as a dairy milker. 
9573	regib	1	13	1	to reline with Gib(raltar board)
3201	strip	1	13	1	to remove (fibre from flax)
14731	exclude	1	13	1	to remove an under-16 pupil from school for misbehaviour
19181	drift off	1	13	1	to remove certain animals by driving them out of a the main group. See also drift 1. Compare draft off. 
19105	draft	1	13	1	to remove certain animals from a group by separating them or by driving them up a race and removing them through a drafting gate. 
3814	dag	1	13	1	to remove dags (from a sheep's hindquarters). 
35899	blade	1	13	1	to remove earth, spoil, etc. with a bulldozer, etc. blade. 
44754	cut dags	1	9	1	to remove encrusted faeces from sheep rear ends.
43090	up stick	1	13	1	to remove oneself with one's belongings; to shift house 
44771	dag one's trousers	1	9	2	to remove the cuffs from a pair of musterer's new work trousers [so that they do not become tangled in small prickly plants and other impediments.] 
43956	belly-crutch	1	13	2	to remove the long, soiled wool from the belly of a sheep. 
45097	eye-wig	1	13	2	to remove the wool from around the eyes and head of sheep [to prevent woolblindness and blindness where seeds become stuck in wool around the eyes, inflaming and infecting them.] 
29761	thistle	11	13	1	to remove thistles
45547	grub out	1	13	1	to remove weeds with the use of a grubbing tool. 
3581	crutch	18	13	1	to remove wool from the hindquarter of a sheep
36771	back up	19	13	1	to repeat, reoffend; back up on (a- person), to gang up on (for retaliation).
38340	truck	1	13	1	to report fish as having been caught in one fisheries area when they were caught in another
34984	have a piece of	1	9	1	to reprimand, scold
25426	green-sticker	1	13	1	to require a car to have a new warrant of fitness
42509	spell	11	13	1	to rest
42511	spell	11	13	25	to rest (a person or animal) for recuperation
42512	spell	11	13	25	to rest (land by taking stock off, or by letting it lie fallow) 
48916	spell	1	13	37	to rest working animals. 
6163	camp	11	13	12	to rest, to assemble, usu. at a preferred place
44168	bring back	1	13	1	to restore pasture to its former potential or production. 
46643	pinch	1	13	2	to restrict the feed of farm stock. 
45986	landbank	1	13	3	to retain land originally owned by Maori for use in Treaty of Waitangi settlements. 
44445	carry over	1	13	2	to retain stock from one season to another. 
2963	perf	1	13	1	to retire (apparently) medically unfit under the P(olice) E(mployment) R(ehabilitation) F(und).
36767	take the back track/back trail	1	9	1	to retrace one's steps; occas. to retire (from a difficult situation). 
20637	go Home	1	9	1	to return to, or visit, England, the British Isles
7460	backwash	1	13	1	to reverse the flow of water in a pumping system.
10744	give one arseholes	1	9	1	to revile, ill-use, utterly defeat. 
27342	clear off	1	13	1	to rid land of felled debris, logs, etc. usu. by burning
44851	dip	1	13	2	to rid sheep and cattle of lice, keds, other parasites and fungi by placing in a spray, race, swim, pot or swim-through dip or by using pour-on. 
20732	hook	1	13	1	to ride (a horse) to lose
42037	snide	1	13	1	to ride a crooked or illegal race (? origin obscure: cf <i>slinter, schnein </i>) 
44219	bullseye	1	13	2	to ring-crutch. 
22210	ring	11	13	1	to ringbark
21267	raddle	1	13	1	to rob (esp. be raddled)
21600	rat the peter	1	9	1	to rob the till (cf. tickle the peter - see tickle)
27861	collar	1	13	1	to roll (a swag) and carry it like a horse-collar
48275	wool roll	1	13	2	to roll fleecewool for pressing. 
45315	fold	1	13	2	to roll fleecewool. 
24105	pull the wind	1	9	1	to row against the wind
28352	cowspank	1	13	1	to run a dairy farm
44015	block graze	1	13	2	to run a herd or flock on land in blocks or part-paddocks using back fencing. 
40177	lash a screamer	1	9	1	to run a noisy huntaway dog.
21275	rabbit	18	13	12	to run and dodge like a rabbit
30286	toe it	1	13	1	to run away, escape 
46663	play the piano	1	9	2	to run fingers across a sheep�s back to assess the quality of fleece. 
41213	shoot in	11	13	1	to run in, put in jail (esp. in passive: get shot in)
19235	drop across 	1	13	1	to run into; to meet unexpectedly and fortuitously; `come across'.
13897	overstock	1	13	1	to run more stock than land can support
38659	break back	1	13	1	to run or dash in a reverse direction (of a mob of sheep)
43130	stick up	11	13	37	to run up; knock up
22306	rip off	1	13	1	to rush off
39965	scale	11	13	12	to rush, go fast 
370	send down the road	1	9	1	to sack (a person)
25993	knock off	1	13	1	to sack; discharge (a person)
36761	back-scarf	1	13	1	to scarf a tree on the side opposite the direction of intended fall.
9057	pepperpot	1	13	1	to scatter
45295	flurry	1	13	2	to scatter stock from within a mob. 
22701	rouse (onto)	1	13	1	to scold
15566	give one goss	1	9	1	to scold vigorously; to worry (as a dog does a sheep); to give pain. 
15514	goose	1	13	1	To scold; to dress down, cf goss. [G. Griffiths: ?thwart, or trick.] 
37930	blue	18	13	1	to scold; to go off. 
18533	defat	1	13	1	to scrape the fat (from rabbit-skins). 
34518	pay out	1	13	1	to scream
25247	kea	1	13	1	to screech like a kea; to make a kea sound. 
15165	go through	1	13	1	to search pockets, to rob, to roll. 
19120	drag	19	13	1	to search thoroughly
22567	rope	1	13	1	to secure (an animal, usually a cow) with a rope (cf. leg-rope)
11008	lamp	1	13	1	to see
30545	torch	1	13	1	to seek out and take fish (esp. flounders and eels, by spear), or muttonbirds, by dazzling them with torchlight 
22898	rush	20	13	1	to seize upon, either by force or before the appointed time. Compare Jump.  
40457	select	11	13	25	to select (?by ballot often) Crown rural land
19382	dummy	1	13	1	to select Crown land as a dummy. 
40456	select	11	13	12	to select or be allotted land 
44974	draft off	1	13	1	to select or separate animals within a group or mob. 
44975	draft out	1	13	1	to select or separate stock within a mob or group. 
4185	cull 	1	13	12	to select stock according to quality
45586	hand draft	1	13	2	to select stock in a pen or paddock without the use of a drafting race or gate. 
20460	hock	1	13	12	to sell something illegally, or under duress (cf Brit. in hock in pawn: cf flog off steal/pawn). 
36897	give an order for the bank	1	9	1	to send (a player) off the field of play as a penalty, to send for an early shower
22807	run	19	13	12	to send a dog out 
34894	freepost	1	13	1	to send by Freepost without stamps
8095	sub on	1	13	1	to send on a substitute (in a football etc) game
46872	ride out	1	13	1	to separate cattle in a mob, with the use of a stockhorse. 
47149	shed off	1	13	1	to separate stock into sub-groups [e.g. to separate unlambed ewes from those that have lambed.] 
46614	pick dags	1	9	1	to separate wool from dags. 
18630	diff up 	1	13	1	to separate, break up.
32669	milk off	1	13	1	to separate, of a break of 4 (rather than the needed 3) sheep in a group at a dog trial 
22811	run for one's colours	1	9	1	to serve a probationary period
22243	pink sticker	1	13	1	to serve with an offence warrant
47418	sool	1	13	2	to set a sheepdog or hunting dog to work. 
42268	sool	11	13	1	to set or urge (a dog) on to
47262	shoulder one's swag	1	9	1	to set out with one's belongings. 
38585	box	18	13	1	to settle (as if `boxed' to be stored away as finished with).
27878	colonise	1	13	12	to settle (NZ) with Europeans; to establish a British settlement (in NZ). 
42814	squat	11	13	1	to settle on an area of public land before acquiring a legal right to it; to occupy Maori (or Crown) without any legal title (cf. SQUATTER n1). squatter a) History: a runholder who originally held land by squatting. b) a rich farmer; a station-owner. (absol or constr with on) 
11987	locate oneself	1	13	1	To settle. 
17942	fox	1	13	1	to shadow; spec. to prowl (parks, etc.); to spy on lovers in a park; see also torching 
18974	dook	1	13	1	to shake hands
44941	double-bank	1	13	2	to share a horse with another rider. 
29066	tally	1	1	37	to shear (and get paid for) a number of sheep 
36981	barrow	11	13	1	to shear a sheep
48205	whitewash	1	13	2	to shear a sheep clean of wool. 
46646	pink	1	13	2	to shear a sheep so closely that its pink skin shows evenly [ regarded as a job well done.] 
46487	go overland	1	9	1	to shear a sheep up 'in the branches', or far from its skin [especially if it is wet or cotty].
48064	undress	1	13	2	to shear a sheep. 
44494	chase the tally	1	9	1	to shear at high speed. 
46932	rough	1	13	1	to shear carelessly. 
46715	pre-lamb shear	1	13	2	to shear ewes prior to lambing. 
46459	out-shear	1	13	2	to shear faster than an opponent. 
27668	cut	19	13	25	to shear more than (another shearer); to outshear.
46085	main shear	1	13	2	to shear sheep for the first time in a twelve-month period. 
22635	rough	1	13	1	to shear sheep roughly and badly, esp. as ROUGH 'EM 
47088	second-shear	1	13	2	to shear sheep twice within twelve months. 
43998	blade shear	1	13	2	to shear sheep with blade shears. 
46588	peel	1	13	2	to shear sheep. 
44951	double-shear	1	13	2	to shear twice in twelve months. 
46654	pizzle-ring	1	13	2	to shear wool from around the pizzle of a male sheep. 
43958	bend over	1	13	1	to shear. 
48675	lamb down	1	13	2	to shepherd at lambing time. 
3822	bullock	1	13	1	to shift, haul etc. with bullocks 
44080	bomb up	1	13	1	to shoot noxious animals with a volley of shots. 
44687	crack one's whip	1	9	1	to shout or stand drinks. 
38173	bog	11	13	1	to shovel
35723	pluck	1	13	1	to single out (an inmate) for punishment 
26000	knock off	1	13	1	to sink [= knock back; or v�. finish]; 
32988	ride the pine	1	9	1	to sit on the substitutes' bench
12789	sit up like Jacky	1	9	1	to sit up straight, with confidence; to be on good behaviour. 
47306	skim	1	13	2	to skim-plough tussock land. 
41783	sling the dirt	11	9	1	to slander or abuse 
46919	root-rake	1	13	2	to slash, then harrow or use a root-rake to clear scrub and weeds. 
45920	knock down	1	13	1	to slaughter an animal. 
30496	top and tail	1	13	1	to sleep (or fit) head to foot (e.g., of children in a bed, of people in a bunk or small tent) (cf HEADS AND TAILS)
34937	pig	1	13	1	to sleep double; pigging later meant generally `to rough it' 
35555	plank it	1	13	1	to sleep on planks. (? nonce after rough it, etc) 
19028	double-bunk	1	13	1	to sleep two to a (Maori) bunk in a tramping hut. 
39183	bunk	11	13	1	to sleep, go to bed (with) (constructions: bunk with, in with, down with (a person); 
41528	go for a skate	1	9	1	to slip or slide; fig. to go before a Court on a charge. 
3345	open up pelters	1	9	1	to slit an animal's guts
13751	open up	11	13	25	to slit the stomach of an animal (freezingworkers')
37906	boulder bash	1	13	1	to slog along over boulders (on stream beds) 
24687	work home	1	9	1	to sluice down a slope towards a tail-race already constructed
24686	work away from home	1	9	1	to sluice up a slope away from the tail-race 
16029	graunch	1	13	1	to smash glass or china
23486	weed	1	13	1	to smoke
28461	crank up	1	13	1	to smoke
39152	burn	1	13	1	to smoke (a cigarette)
19447	durry	1	13	1	to smoke (illicitly)
31203	turned on, be	1	13	1	to smoke marijuana
37947	blow	22	13	1	to smoke marijuana
25433	kid	1	13	1	to smooch with
41743	slab over	1	13	1	to smooth over, trim the rough edges off (something)
30766	track	18	13	1	to smuggle contraband into and out of prison
14405	nip	1	13	1	to snatch, steal
29705	thieve out	1	13	1	to sneak out
